City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,year,month,day,day_of_week,day_of_year,weekend,is_winter,is_summer,is_monsoon,month_sin,month_cos,dow_sin,dow_cos,AQI_Bucket_encoded,PM2.5_lag_1,PM2.5_lag_2,PM2.5_lag_3,PM2.5_lag_7,PM2.5_lag_14,PM10_lag_1,PM10_lag_2,PM10_lag_3,PM10_lag_7,PM10_lag_14,NO2_lag_1,NO2_lag_2,NO2_lag_3,NO2_lag_7,NO2_lag_14,CO_lag_1,CO_lag_2,CO_lag_3,CO_lag_7,CO_lag_14,SO2_lag_1,SO2_lag_2,SO2_lag_3,SO2_lag_7,SO2_lag_14,O3_lag_1,O3_lag_2,O3_lag_3,O3_lag_7,O3_lag_14,PM2.5_rolling_mean_3,PM2.5_rolling_std_3,PM2.5_rolling_mean_7,PM2.5_rolling_std_7,PM2.5_rolling_mean_14,PM2.5_rolling_std_14,PM10_rolling_mean_3,PM10_rolling_std_3,PM10_rolling_mean_7,PM10_rolling_std_7,PM10_rolling_mean_14,PM10_rolling_std_14,NO2_rolling_mean_3,NO2_rolling_std_3,NO2_rolling_mean_7,NO2_rolling_std_7,NO2_rolling_mean_14,NO2_rolling_std_14,CO_rolling_mean_3,CO_rolling_std_3,CO_rolling_mean_7,CO_rolling_std_7,CO_rolling_mean_14,CO_rolling_std_14,SO2_rolling_mean_3,SO2_rolling_std_3,SO2_rolling_mean_7,SO2_rolling_std_7,SO2_rolling_mean_14,SO2_rolling_std_14,O3_rolling_mean_3,O3_rolling_std_3,O3_rolling_mean_7,O3_rolling_std_7,O3_rolling_mean_14,O3_rolling_std_14,PM2.5_x_PM10,PM2.5_plus_PM10,PM2.5_x_NO2,PM2.5_plus_NO2,PM2.5_x_CO,PM2.5_plus_CO,PM2.5_x_SO2,PM2.5_plus_SO2,PM2.5_x_O3,PM2.5_plus_O3,PM10_x_NO2,PM10_plus_NO2,PM10_x_CO,PM10_plus_CO,PM10_x_SO2,PM10_plus_SO2,PM10_x_O3,PM10_plus_O3,NO2_x_CO,NO2_plus_CO,NO2_x_SO2,NO2_plus_SO2,NO2_x_O3,NO2_plus_O3,CO_x_SO2,CO_plus_SO2,CO_x_O3,CO_plus_O3,SO2_x_O3,SO2_plus_O3
Delhi,2018-07-07,61.93,158.13,8.99,34.43,28.17,51.84,0.9,10.4,53.82,2.06,24.89,2.46,155.0,Moderate,2018,7,7,5,188,1,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,2.0,57.12,50.41,45.76,41.41,81.33,163.19,133.6,113.75,103.75,242.29,36.71,38.05,31.17,32.89,44.23,0.94,0.95,0.78,0.91,0.96,10.27,11.14,10.14,9.55,11.68,40.01,41.14,45.71,31.21,66.18,56.4866666666667,5.786055075213501,46.8842857142857,10.579569709499845,44.30642857142857,10.215415656398815,151.64000000000001,15.82662629873515,128.33714285714285,24.7023323556617,120.04785714285715,30.514645709020293,36.396666666666675,1.830227672542418,33.11857142857143,4.762948766508208,32.801428571428566,3.628413209320963,0.9299999999999985,0.02645751310716183,0.8371428571428572,0.10750415274339631,0.8192857142857142,0.08982583881432099,10.603333333333339,0.46929024423469534,9.915714285714285,0.9190367628287311,10.449285714285713,1.617364733546767,44.990000000000016,7.667848459639521,40.33428571428571,8.211522102393456,39.53642857142857,8.91044469851323,9792.990899999999,220.06,2132.2499,96.36,55.737,62.83,644.072,72.33,3333.0726,115.75,5444.4159,192.56,142.317,159.03,1644.552,168.53,8510.5566,211.95,30.987000000000002,35.33,358.072,44.83,1853.0226,88.25,9.360000000000001,11.3,48.438,54.72,559.7280000000001,64.22
Delhi,2018-07-08,68.2,179.05,14.86,39.85,35.86,57.11,0.98,11.6,65.27,2.31,30.07,2.62,176.0,Moderate,2018,7,8,6,189,1,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,2.0,61.93,57.12,50.41,34.18,54.15,158.13,163.19,133.6,97.81,163.89,34.43,36.71,38.05,28.46,34.98,0.9,0.94,0.95,0.78,0.77,10.4,10.27,11.14,8.53,13.73,53.82,40.01,41.14,28.09,59.17,62.41666666666671,5.556008759298296,51.744285714285716,11.541139252178152,45.309999999999995,11.82083558155618,166.79000000000005,10.91474232402404,139.94285714285715,26.951408568191066,121.13071428571428,32.40081918818896,36.99666666666668,2.721347705336434,34.745714285714286,4.8509581773188115,33.14928571428572,4.060997346778488,0.9399999999999986,0.0399999999976988,0.8657142857142857,0.11602544876809465,0.8342857142857143,0.09811408475029862,10.756666666666673,0.7332348418711787,10.354285714285714,0.8792014775336227,10.297142857142859,1.3656017471687185,53.03333333333335,12.648360895125037,45.645714285714284,10.637692195118964,39.972142857142856,10.023933036312211,12211.210000000001,247.25,2717.7700000000004,108.05000000000001,66.836,69.18,791.12,79.8,4451.414,133.47,7135.142500000001,218.9,175.469,180.03,2076.98,190.65,11686.5935,244.32,39.053,40.83,462.26,51.45,2601.0095,105.12,11.368,12.58,63.9646,66.25,757.132,76.86999999999999
Delhi,2018-07-09,70.48,169.96,9.06,35.14,28.69,55.38,0.93,11.0,54.8,1.66,20.19,1.01,168.0,Moderate,2018,7,9,0,190,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.0,1.0,2.0,68.2,61.93,57.12,34.24,46.9,179.05,158.13,163.19,122.23,155.61,39.85,34.43,36.71,25.74,34.92,0.98,0.9,0.94,0.65,0.74,11.6,10.4,10.27,8.82,12.17,65.27,53.82,40.01,33.79,39.06,66.87000000000005,4.427448475144871,56.92142857142858,10.457809567612792,46.99428571428571,13.609395348738758,169.0466666666667,10.489863361034734,146.76142857142855,27.749185230424608,122.1557142857143,33.77338431238228,36.47333333333334,2.9457483486102514,36.08857142857143,2.817223388204871,33.165,4.068794472756142,0.9366666666666653,0.04041451884099512,0.9057142857142858,0.06729466121844241,0.8478571428571428,0.09720545817450964,11.000000000000007,0.6000000000004231,10.665714285714285,0.5805129095009451,10.213571428571429,1.274963692653459,57.963333333333345,6.346702555920476,48.64714285714286,9.653548077064174,41.096428571428575,10.768783666150028,11978.7808,240.44,2476.6672000000003,105.62,65.5464,71.41000000000001,775.2800000000001,81.48,3862.304,125.28,5972.3944,205.10000000000002,158.0628,170.89000000000001,1869.5600000000002,180.96,9313.807999999999,224.76,32.6802,36.07,386.54,46.14,1925.672,89.94,10.23,11.93,50.964,55.73,602.8,65.8
Delhi,2018-07-10,47.48,112.45,7.74,28.19,24.09,47.18,0.81,10.92,43.89,1.07,17.31,0.24,140.0,Moderate,2018,7,10,1,191,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,2.0,70.48,68.2,61.93,44.55,29.98,169.96,179.05,158.13,109.65,92.12,35.14,39.85,34.43,37.27,34.16,0.93,0.98,0.9,0.86,0.72,11.0,11.6,10.4,10.11,13.16,54.8,65.27,53.82,39.78,33.09,62.05333333333337,12.672258414876163,57.339999999999996,9.925191853732908,48.24428571428571,12.699722416280583,153.82000000000002,36.11460507882952,147.1614285714286,27.13853252515843,123.60785714285714,32.80580862698118,34.39333333333334,5.865750875492465,34.791428571428575,4.017339204711904,32.73857142857143,4.264621648187591,0.9066666666666654,0.0873689494794824,0.8985714285714286,0.07515064236287314,0.8542857142857142,0.09086882225030837,11.17333333333334,0.37166292972777515,10.781428571428572,0.5297933110024579,10.053571428571429,0.984148262306006,54.65333333333336,10.690754572682321,49.23428571428571,9.135434412482018,41.86785714285714,10.535423162302466,5339.126,159.93,1338.4612,75.67,38.4588,48.29,518.4816,58.4,2083.8972,91.37,3169.9655000000002,140.64000000000001,91.0845,113.26,1227.954,123.37,4935.4305,156.34,22.833900000000003,29.0,307.83480000000003,39.11,1237.2591,72.08,8.8452,11.73,35.550900000000006,44.7,479.2788,54.81
Delhi,2018-07-11,39.78,102.39,8.76,31.82,26.63,39.31,0.84,11.26,34.6,1.49,21.21,0.39,111.0,Moderate,2018,7,11,2,192,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,2.0,47.48,70.48,68.2,45.76,52.48,112.45,169.96,179.05,113.75,111.4,28.19,35.14,39.85,31.17,31.0,0.81,0.93,0.98,0.78,0.84,10.92,11.0,11.6,10.14,10.43,43.89,54.8,65.27,45.71,44.04,52.58000000000004,15.972789361914023,56.48571428571429,11.256147738228854,47.33714285714286,12.82683630792722,128.26666666666668,36.456157687462174,145.53857142857143,29.68928338001918,122.96428571428574,33.150288480998306,31.716666666666672,3.4761520871994924,34.88428571428572,3.926159519355976,32.79714285714286,4.244490417127991,0.8599999999999987,0.06244997998249306,0.9071428571428571,0.06156684327143723,0.8542857142857142,0.09086882225030837,11.060000000000008,0.17776388834773396,10.941428571428572,0.4694829983250225,10.112857142857141,1.0323865448678156,44.430000000000014,10.110820936006931,47.64714285714286,10.683675575827028,41.19357142857143,10.686710371831763,4073.0742,142.17000000000002,1265.7996,71.6,33.4152,40.620000000000005,447.9228,51.04,1376.3880000000001,74.38,3258.0498000000002,134.21,86.0076,103.23,1152.9114,113.65,3542.694,136.99,26.7288,32.660000000000004,358.2932,43.08,1100.972,66.42,9.4584,12.1,29.064,35.440000000000005,389.596,45.86
Delhi,2018-07-12,46.53,127.08,10.21,34.22,28.48,35.01,0.76,10.92,45.16,1.49,21.79,1.1,130.0,Moderate,2018,7,12,3,193,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,2.0,39.78,47.48,70.48,50.41,30.07,102.39,112.45,169.96,133.6,71.42,31.82,28.19,35.14,38.05,29.01,0.84,0.81,0.93,0.95,0.76,11.26,10.92,11.0,11.14,8.48,34.6,43.89,54.8,41.14,33.17,44.5966666666667,4.198313153328757,55.93142857142857,11.69228011492142,48.512857142857136,11.838676789738715,113.97333333333337,12.415290304019553,144.60714285714286,30.223715144616047,126.94000000000001,29.645441470819563,31.410000000000007,3.0358359639493275,34.33714285714286,3.669975995769567,33.169285714285714,4.113273942672066,0.8033333333333319,0.04041451884095148,0.88,0.07895146188175692,0.8542857142857142,0.09086882225030837,11.033333333333339,0.1962990915257639,10.91,0.4612663727919469,10.287142857142857,0.9370857326476569,41.21666666666669,5.765278252897245,48.22142857142857,10.379305417626941,42.05,10.472533306041187,5913.0324,173.61,1592.2566,80.75,35.3628,47.29,508.1076,57.45,2101.2947999999997,91.69,4348.6776,161.3,96.5808,127.84,1387.7136,138.0,5738.9328,172.24,26.0072,34.98,373.6824,45.14,1545.3751999999997,79.38,8.2992,11.68,34.3216,45.919999999999995,493.14719999999994,56.08
Delhi,2018-07-13,28.44,61.6,12.27,31.94,29.09,33.49,0.88,10.69,26.96,1.55,24.0,0.99,109.0,Moderate,2018,7,13,4,194,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,2.0,46.53,39.78,47.48,57.12,37.11,127.08,102.39,112.45,163.19,84.12,34.22,31.82,28.19,36.71,30.43,0.76,0.84,0.81,0.94,0.87,10.92,11.26,10.92,10.27,9.36,45.16,34.6,43.89,40.01,31.43,38.25000000000004,9.141537069885178,51.83428571428571,15.583732818920527,47.89357142857143,12.67805712314046,97.02333333333337,33.068239041912285,130.09428571428572,41.93514789018247,125.33142857142856,32.610306029542954,32.660000000000004,1.3523313203530358,33.65571428571429,3.59809605737483,33.27714285714286,4.05530882551775,0.8266666666666653,0.06110100926454682,0.8714285714285716,0.07448234050801654,0.8550000000000001,0.09104098823319541,10.956666666666672,0.2867635495209323,10.97,0.3851839387469694,10.382142857142856,0.9026472057366056,35.57333333333335,9.138956906197272,46.357142857142854,12.952938809765266,41.730714285714285,10.881381038116961,1751.9040000000002,90.04,908.3736000000001,60.38,25.0272,29.32,304.0236,39.13,766.7424000000001,55.400000000000006,1967.5040000000001,93.54,54.208,62.480000000000004,658.504,72.29,1660.736,88.56,28.107200000000002,32.82,341.4386,42.63,861.1024000000001,58.900000000000006,9.4072,11.57,23.724800000000002,27.84,288.2024,37.65
Delhi,2018-07-14,33.82,70.35,13.24,31.63,31.3,34.11,0.84,11.13,29.2,1.81,29.69,1.03,96.0,Satisfactory,2018,7,14,5,195,1,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,1.0,28.44,46.53,39.78,61.93,41.41,61.6,127.08,102.39,158.13,103.75,31.94,34.22,31.82,34.43,32.89,0.88,0.76,0.84,0.9,0.91,10.69,10.92,11.26,10.4,9.55,26.96,45.16,34.6,53.82,31.21,36.26333333333337,9.289210587203835,47.818571428571424,16.159752915369282,47.35142857142857,13.130834443661358,86.34333333333336,35.54922830854466,117.55428571428573,45.155208210919426,122.94571428571429,35.412007245320616,32.59666666666667,1.4143667605473267,33.255714285714284,3.652893178212259,33.18714285714286,4.078477145230594,0.8266666666666653,0.06110100926454682,0.8628571428571429,0.07409774753937637,0.85,0.08970035588652421,10.913333333333341,0.22007574453775353,11.074285714285713,0.2929082417706665,10.495000000000001,0.8892758506018597,33.773333333333355,9.924541970959218,42.839999999999996,13.896960099244735,41.58714285714286,11.042932601421983,2379.2369999999996,104.16999999999999,1069.7266,65.45,28.4088,34.660000000000004,376.4166,44.95,987.544,63.019999999999996,2225.1704999999997,101.97999999999999,59.093999999999994,71.19,782.9955,81.47999999999999,2054.22,99.55,26.5692,32.47,352.0419,42.76,923.596,60.83,9.3492,11.97,24.528,30.04,324.99600000000004,40.33
Delhi,2018-07-15,37.76,78.42,8.28,28.9,25.51,32.08,0.78,10.64,28.01,1.19,21.78,0.41,92.0,Satisfactory,2018,7,15,6,196,1,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1.0,33.82,28.44,46.53,68.2,34.18,70.35,61.6,127.08,179.05,97.81,31.63,31.94,34.22,39.85,28.46,0.84,0.88,0.76,0.98,0.78,11.13,10.69,10.92,11.6,8.53,29.2,26.96,45.16,65.27,28.09,33.34000000000004,4.678504034420487,43.46999999999999,13.663987948865362,47.607142857142854,12.887197241731153,70.12333333333338,8.41229061154007,103.17857142857143,37.720680193837715,121.56071428571428,36.82183016056381,30.823333333333338,1.6728518563643524,31.69142857142857,2.530496845624483,33.21857142857143,4.040768885596609,0.833333333333332,0.05033222956661476,0.8342857142857143,0.05826867164412367,0.85,0.08970035588652421,10.820000000000007,0.2696293752552153,10.937142857142858,0.22186439445250672,10.645714285714288,0.6862575686661466,28.056666666666686,1.1207289294615381,37.51714285714286,10.624243838638993,41.58142857142857,11.050472219037713,2961.1392,116.18,1091.264,66.66,29.4528,38.54,401.7664,48.4,1057.6576,65.77,2266.3379999999997,107.32,61.1676,79.2,834.3888000000001,89.06,2196.5442000000003,106.43,22.541999999999998,29.68,307.496,39.54,809.489,56.91,8.2992,11.42,21.847800000000003,28.790000000000003,298.0264,38.650000000000006
Delhi,2018-07-16,37.32,83.03,13.87,33.31,32.44,36.19,0.96,9.51,23.59,1.61,31.33,1.3,95.0,Satisfactory,2018,7,16,0,197,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1.0,37.76,33.82,28.44,70.48,34.24,78.42,70.35,61.6,169.96,122.23,28.9,31.63,31.94,35.14,25.74,0.78,0.84,0.88,0.93,0.65,10.64,11.13,10.69,11.0,8.82,28.01,29.2,26.96,54.8,33.79,36.30000000000004,2.158981241253944,38.73285714285714,6.725897001609604,47.82714285714286,12.665839234591356,77.26666666666671,6.41819548884402,90.75999999999999,23.81791202715739,118.76071428571429,38.23049657905446,31.280000000000005,2.225735833383692,31.43,2.185909421728446,33.75928571428572,3.422186580098099,0.8599999999999987,0.0916515138981009,0.8385714285714284,0.06693991620016444,0.8721428571428572,0.07329377887647372,10.426666666666675,0.8308028245822657,10.724285714285715,0.5789316926580447,10.695000000000002,0.5578082107697232,26.93333333333335,2.955914973968665,33.058571428571426,8.49866151926585,40.85285714285714,11.906759184837082,3098.6796,120.35,1243.1292,70.63,35.8272,38.28,354.9132,46.83,880.3788,60.91,2765.7293000000004,116.34,79.7088,83.99,789.6153,92.54,1958.6777,106.62,31.977600000000002,34.27,316.7781,42.82,785.7829,56.900000000000006,9.1296,10.469999999999999,22.6464,24.55,224.3409,33.1
Delhi,2018-07-17,34.26,84.78,11.89,30.73,28.81,41.85,0.87,10.2,31.96,1.53,28.84,0.85,105.0,Moderate,2018,7,17,1,198,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,2.0,37.32,37.76,33.82,47.48,44.55,83.03,78.42,70.35,112.45,109.65,33.31,28.9,31.63,28.19,37.27,0.96,0.78,0.84,0.81,0.86,9.51,10.64,11.13,10.92,10.11,23.59,28.01,29.2,43.89,39.78,36.4466666666667,1.9064452086067531,36.84428571428572,5.626620824689741,47.09214285714285,13.159582164616138,82.07666666666671,3.2854274201427867,86.80714285714285,21.83149995937679,116.98428571428572,39.25060052735519,30.980000000000004,2.2156037551891554,31.79285714285714,1.7194932808412813,33.292142857142856,3.3517393385224743,0.8699999999999987,0.08999999999896693,0.8471428571428571,0.06651172470882324,0.8728571428571428,0.07321502277849108,10.116666666666672,0.5695904961758804,10.62142857142857,0.6018701014750942,10.70142857142857,0.5510250188790807,27.853333333333353,4.187198745382411,31.354285714285712,7.034656724965202,40.294285714285714,12.142062120062654,2904.5627999999997,119.03999999999999,1052.8098,64.99,29.806199999999997,35.129999999999995,349.45199999999994,44.459999999999994,1094.9496,66.22,2605.2894,115.51,73.7586,85.65,864.756,94.98,2709.5688,116.74000000000001,26.7351,31.6,313.44599999999997,40.93,982.1308,62.69,8.873999999999999,11.069999999999999,27.8052,32.83,325.99199999999996,42.16
Delhi,2018-07-18,37.76,97.11,12.45,29.45,28.39,46.23,0.82,11.04,32.43,1.48,25.94,0.83,114.0,Moderate,2018,7,18,2,199,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,2.0,34.26,37.32,37.76,39.78,45.76,84.78,83.03,78.42,102.39,113.75,30.73,33.31,28.9,31.82,31.17,0.87,0.96,0.78,0.84,0.78,10.2,9.51,10.64,11.26,10.14,31.96,23.59,28.01,34.6,45.71,36.446666666666694,1.9064452086067531,36.55571428571428,5.501369093674068,46.520714285714284,13.393490648754428,88.30666666666669,7.673958126875404,86.05285714285715,21.287817889024446,115.7957142857143,39.606404049825244,31.16333333333334,1.9661468239532787,31.454285714285714,1.9332947450996083,33.169285714285714,3.46511508141721,0.883333333333332,0.07094598884466789,0.8442857142857143,0.06729466121843662,0.8757142857142857,0.07002354392139926,10.250000000000005,0.7662245101799764,10.59,0.5677440738002992,10.765714285714285,0.5326813780784622,29.326666666666682,4.9736539217492615,31.044285714285714,6.914576046639798,39.34571428571428,12.204998165496296,3666.8736,134.87,1112.032,67.21,30.963199999999997,38.58,416.87039999999996,48.8,1224.5567999999998,70.19,2859.8894999999998,126.56,79.63019999999999,97.92999999999999,1072.0944,108.15,3149.2772999999997,129.54,24.148999999999997,30.27,325.128,40.489999999999995,955.0635,61.879999999999995,9.0528,11.86,26.592599999999997,33.25,358.0272,43.47
Delhi,2018-07-19,35.04,83.54,10.58,27.41,25.71,41.74,0.8,11.14,31.96,1.31,22.7,0.47,106.0,Moderate,2018,7,19,3,200,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,2.0,37.76,34.26,37.32,46.53,50.41,97.11,84.78,83.03,127.08,133.6,29.45,30.73,33.31,34.22,38.05,0.82,0.87,0.96,0.76,0.95,11.04,10.2,9.51,10.92,11.14,32.43,31.96,23.59,45.16,41.14,35.6866666666667,1.8374257354843653,34.91428571428572,3.3050812251489394,45.42285714285714,13.677097323950798,88.4766666666667,7.502348521165712,79.83285714285715,11.337962359977826,112.22,40.13162229080796,29.196666666666673,1.6744352281716162,30.481428571428573,2.021042870825733,32.40928571428571,3.4790902088493,0.8299999999999986,0.03605551275204645,0.85,0.06027713773285966,0.8650000000000001,0.06925426951581541,10.793333333333338,0.5162686639084848,10.62142857142857,0.5945146079362895,10.765714285714285,0.5326813780784622,32.11666666666668,0.27135462651551295,29.15857142857143,3.2547884138682517,38.69,12.346957270766813,2927.2416000000003,118.58000000000001,960.4463999999999,62.45,28.032,35.839999999999996,390.3456,46.18,1119.8784,67.0,2289.8314,110.95,66.83200000000001,84.34,930.6356000000001,94.68,2669.9384000000005,115.5,21.928,28.21,305.3474,38.55,876.0236,59.370000000000005,8.912,11.940000000000001,25.568,32.76,356.0344,43.1
Delhi,2018-07-20,37.26,80.33,12.22,33.46,30.45,38.54,0.89,10.4,24.18,1.87,30.82,0.91,90.0,Satisfactory,2018,7,20,4,201,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,1.0,35.04,37.76,34.26,28.44,57.12,83.54,97.11,84.78,61.6,163.19,27.41,29.45,30.73,31.94,36.71,0.8,0.82,0.87,0.88,0.94,11.14,11.04,10.2,10.69,10.27,31.96,32.43,31.96,26.96,40.01,36.686666666666696,1.447802933212751,36.174285714285716,1.7327324966168884,44.00428571428571,13.39763223299478,86.99333333333338,8.907088937078978,82.50857142857144,8.051814347449632,106.30142857142857,38.0947510733489,30.10666666666667,3.077991769537707,30.698571428571427,2.2701720094261972,32.17714285714286,3.272334919314981,0.8366666666666652,0.0472581562605493,0.8514285714285714,0.06121780008748981,0.8614285714285713,0.06631592718056144,10.860000000000007,0.4014971979983364,10.58,0.599026988820505,10.775,0.5244447613375754,29.52333333333335,4.633425658552405,28.76142857142857,3.7060825164924625,37.559285714285714,12.927948533958928,2993.0957999999996,117.59,1246.7196,70.72,33.1614,38.15,387.504,47.66,900.9467999999999,61.44,2687.8418,113.78999999999999,71.4937,81.22,835.432,90.73,1942.3794,104.50999999999999,29.779400000000003,34.35,347.98400000000004,43.86,809.0628,57.64,9.256,11.290000000000001,21.5202,25.07,251.472,34.58
Delhi,2018-07-21,50.21,95.93,17.99,36.48,37.03,43.54,0.97,11.2,32.23,2.32,32.24,0.88,114.0,Moderate,2018,7,21,5,202,1,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,2.0,37.26,35.04,37.76,33.82,61.93,80.33,83.54,97.11,70.35,158.13,33.46,27.41,29.45,31.63,34.43,0.89,0.8,0.82,0.84,0.9,10.4,11.14,11.04,11.13,10.4,24.18,31.96,32.43,29.2,53.82,40.8366666666667,8.193084482257955,38.51571428571428,5.340049491484064,43.16714285714285,12.52942225236477,86.60000000000004,8.237882009333514,86.16285714285713,7.391634267395536,101.85857142857142,35.09410510593716,32.45,4.618582033482553,31.391428571428573,3.1654142886909455,32.32357142857143,3.4232836398863085,0.8866666666666654,0.08504900548006325,0.87,0.07527726527046344,0.8664285714285714,0.07185531861457561,10.913333333333341,0.44557079497409385,10.59,0.6102185400892804,10.832142857142857,0.5240255215682393,29.45666666666668,4.571721047191287,29.194285714285716,3.9356780743304305,36.01714285714286,12.1002532895108,4816.6453,146.14000000000001,1831.6607999999999,86.69,48.7037,51.18,562.352,61.41,1618.2683,82.44,3499.5263999999997,132.41,93.05210000000001,96.9,1074.416,107.13000000000001,3091.8239,128.16,35.3856,37.449999999999996,408.57599999999996,47.67999999999999,1175.7503999999997,68.71,10.863999999999999,12.17,31.263099999999994,33.199999999999996,360.97599999999994,43.42999999999999
Delhi,2018-07-23,32.39,69.73,14.28,28.74,29.43,39.3,0.81,10.43,26.11,1.39,23.1,0.48,80.0,Satisfactory,2018,7,23,0,204,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.0,1.0,1.0,50.21,37.26,35.04,37.76,68.2,95.93,80.33,83.54,78.42,179.05,36.48,33.46,27.41,28.9,39.85,0.97,0.89,0.8,0.78,0.98,11.2,10.4,11.14,10.64,11.6,32.23,24.18,31.96,28.01,65.27,39.95333333333337,9.210246106017841,37.74857142857143,5.829958343400475,40.60928571428571,10.520052255125997,81.99666666666671,13.179276661980577,84.92142857142858,9.372979655324519,94.05,28.053309416724957,32.89333333333334,3.9009913270015164,31.368571428571425,3.186907741429322,31.529999999999998,2.7696653505141064,0.8899999999999987,0.07999999999884118,0.8742857142857143,0.06996597812630939,0.8542857142857143,0.06524678426679845,10.676666666666675,0.45346811721868374,10.56,0.6125085033439926,10.748571428571427,0.48390808318228357,27.50666666666668,4.202812550344364,28.92285714285714,4.093326741115013,33.220000000000006,8.928327434028038,2258.5547,102.12,930.8886,61.129999999999995,26.2359,33.2,337.8277,42.82,845.7029,58.5,2004.0402,98.47,56.481300000000005,70.54,727.2839,80.16,1820.6503,95.84,23.2794,29.549999999999997,299.7582,39.17,750.4014,54.849999999999994,8.4483,11.24,21.1491,26.919999999999998,272.3273,36.54
Delhi,2018-07-24,39.3,94.8,12.18,29.15,26.72,40.08,0.83,10.78,34.46,1.5,24.69,0.45,101.0,Moderate,2018,7,24,1,205,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,2.0,32.39,50.21,37.26,37.32,70.48,69.73,95.93,80.33,83.03,169.96,28.74,36.48,33.46,33.31,35.14,0.81,0.97,0.89,0.96,0.93,10.43,11.2,10.4,9.51,11.0,26.11,32.23,24.18,23.59,54.8,40.63333333333337,8.984510745355935,38.03142857142857,5.853683821815528,38.38214285714286,6.068467273947988,86.82000000000005,14.811154580237869,86.60285714285715,10.011116678120159,88.68142857142857,17.684366784568805,31.456666666666667,4.355161688541708,30.774285714285714,3.152220683596955,31.10214285714286,2.6281469885451254,0.8699999999999987,0.08717797886974701,0.8557142857142858,0.05996030432853866,0.8471428571428572,0.061697596441098394,10.80333333333334,0.3855299383106992,10.741428571428571,0.4013489160106859,10.732857142857142,0.47865884063328945,30.933333333333348,4.323382163692169,30.475714285714282,3.7831418034174975,31.767142857142858,6.460444648391609,3725.6399999999994,134.1,1145.5949999999998,68.44999999999999,32.61899999999999,40.129999999999995,423.65399999999994,50.08,1354.278,73.75999999999999,2763.4199999999996,123.94999999999999,78.684,95.63,1021.944,105.58,3266.808,129.26,24.194499999999998,29.979999999999997,314.23699999999997,39.93,1004.509,63.61,8.947399999999998,11.61,28.6018,35.29,371.4788,45.24
Delhi,2018-07-25,34.7,80.13,15.59,27.58,28.48,39.46,0.81,9.99,21.39,1.18,26.71,0.56,90.0,Satisfactory,2018,7,25,2,206,0,0,0,1,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,1.0,39.3,32.39,50.21,34.26,47.48,94.8,69.73,95.93,84.78,112.45,29.15,28.74,36.48,30.73,28.19,0.83,0.81,0.97,0.87,0.81,10.78,10.43,11.2,10.2,10.92,34.46,26.11,32.23,31.96,43.89,35.463333333333374,3.5176744211794837,38.09428571428572,5.808625359884999,37.46928571428571,5.532162554327686,81.55333333333337,12.595460822575129,85.93857142857144,10.302272287500132,86.37285714285714,16.40625510569475,28.49,0.8143095234669596,30.324285714285715,3.3764619408630208,31.05857142857143,2.6845909504840373,0.8166666666666654,0.011547005375679723,0.8471428571428572,0.06183695920517351,0.8471428571428571,0.061697596441098394,10.400000000000006,0.39585350825847027,10.711428571428572,0.45307941068090657,10.66642857142857,0.51392317808127,27.320000000000018,6.618481699000065,28.965714285714284,5.0043209900477015,30.16,5.99452442458195,2780.511,114.83,957.0260000000001,62.28,28.107000000000003,35.510000000000005,346.653,44.690000000000005,742.2330000000001,56.09,2209.9853999999996,107.71,64.9053,80.94,800.4987,90.11999999999999,1713.9806999999998,101.52,22.3398,28.389999999999997,275.5242,37.57,589.9362,48.97,8.0919,10.8,17.3259,22.2,213.6861,31.380000000000003
